hsa:440034	DKFZp686K1684; uncharacterized LOC440034
hsa:101930667	uncharacterized LOC101930667
hsa:101930137	uncharacterized LOC101930137
hsa:101927206	uncharacterized LOC101927206
hsa:728763	rootletin-like
hsa:101927509	formin-like protein 18-like
hsa:101930506	uncharacterized LOC101930506
hsa:100509490	uncharacterized LOC100509490
hsa:102723927	uncharacterized LOC102723927
hsa:101930660	uncharacterized LOC101930660
hsa:101927440	uncharacterized LOC101927440
hsa:101927416	AC037193.1; uncharacterized LOC101927416
hsa:102723609	uncharacterized LOC102723609
hsa:100996542	uncharacterized LOC100996542
hsa:102723596	uncharacterized LOC102723596
hsa:100130207	uncharacterized LOC100130207
hsa:102723512	uncharacterized LOC102723512
hsa:101930259	uncharacterized LOC101930259
hsa:101927174	uncharacterized LOC101927174
hsa:102725502	uncharacterized LOC102725502
hsa:101929433	uncharacterized LOC101929433
hsa:102724763	uncharacterized LOC102724763
hsa:101929316	uncharacterized LOC101929316
hsa:101930467	uncharacterized LOC101930467
hsa:101929296	uncharacterized LOC101929296
hsa:102725519	uncharacterized LOC102725519
hsa:102724718	uncharacterized LOC102724718
hsa:101929223	uncharacterized LOC101929223
hsa:101929159	uncharacterized LOC101929159
hsa:102724626	uncharacterized LOC102724626
hsa:101929138	uncharacterized LOC101929138
hsa:101929119	uncharacterized LOC101929119
hsa:101929054	uncharacterized LOC101929054
hsa:102724535	uncharacterized LOC102724535
hsa:102725280	uncharacterized LOC102725280
hsa:101928965	uncharacterized LOC101928965, transcript variant X2
hsa:102724438	uncharacterized LOC102724438
hsa:102724426	Sjoegren syndrome nuclear autoantigen 1 homolog
hsa:101928838	uncharacterized LOC101928838
hsa:101928814	uncharacterized LOC101928814
hsa:101060195	rRNA-processing protein FCF1 homolog
hsa:102724305	uncharacterized LOC102724305
hsa:102724297	uncharacterized LOC102724297
hsa:101928636	uncharacterized LOC101928636
hsa:101928529	uncharacterized LOC101928529
hsa:102724231	uncharacterized LOC102724231
hsa:100506319	uncharacterized LOC100506319
hsa:101928458	uncharacterized LOC101928458
hsa:101928323	uncharacterized LOC101928323
hsa:101928263	uncharacterized LOC101928263
hsa:101928234	uncharacterized LOC101928234
hsa:101928153	ITGA9-AS1; ITGA9 antisense RNA 1
hsa:102724048	uncharacterized LOC102724048
hsa:101928114	uncharacterized LOC101928114
hsa:389102	YPLR6490; uncharacterized LOC389102
hsa:101928056	uncharacterized LOC101928056
hsa:101928015	AC116035.1; uncharacterized LOC101928015
hsa:101927995	uncharacterized LOC101927995
hsa:100996624	uncharacterized LOC100996624
hsa:102725370	uncharacterized LOC102725370
hsa:101927874	uncharacterized LOC101927874
hsa:101927854	uncharacterized LOC101927854
hsa:102725380	uncharacterized LOC102725380
hsa:101927777	SATB1-AS1; SATB1 antisense RNA 1
hsa:101927805	uncharacterized LOC101927805
hsa:101927725	uncharacterized LOC101927725
hsa:101927674	uncharacterized LOC101927674
hsa:101927647	uncharacterized LOC101927647
hsa:152274	RP11-95M5.1; uncharacterized LOC152274
hsa:102725419	uncharacterized LOC102725419
hsa:100293612	uncharacterized LOC100293612
hsa:102725432	uncharacterized LOC102725432
hsa:102723663	uncharacterized LOC102723663
hsa:101927467	uncharacterized LOC101927467
hsa:102725450	uncharacterized LOC102725450
hsa:102724799	uncharacterized LOC102724799
hsa:102724817	uncharacterized LOC102724817
hsa:101927225	uncharacterized LOC101927225
hsa:102724840	uncharacterized LOC102724840
hsa:102725494	uncharacterized LOC102725494
hsa:101927249	PDZRN3-AS1; PDZRN3 antisense RNA 1
hsa:101927321	uncharacterized LOC101927321
hsa:101927346	uncharacterized LOC101927346
hsa:102724914	uncharacterized LOC102724914
hsa:102724949	uncharacterized LOC102724949
hsa:728290	uncharacterized LOC728290
hsa:102723326	uncharacterized LOC102723326
hsa:101927439	uncharacterized LOC101927439
hsa:102723364	uncharacterized LOC102723364
hsa:101927494	uncharacterized LOC101927494
hsa:101927518	uncharacterized LOC101927518
hsa:100996350	DUX4L26; double homeobox 4 like 26
hsa:101929320	uncharacterized LOC101929320
hsa:101929298	uncharacterized LOC101929298
hsa:101929278	uncharacterized LOC101929278
hsa:101930453	uncharacterized LOC101930453
hsa:101926968	uncharacterized LOC101926968
hsa:101926953	uncharacterized LOC101926953
hsa:101926886	uncharacterized LOC101926886
hsa:101929754	uncharacterized LOC101929754
hsa:101929734	uncharacterized LOC101929734
hsa:102723430	uncharacterized LOC102723430
hsa:151760	uncharacterized LOC151760
hsa:101929644	uncharacterized LOC101929644
hsa:102725349	uncharacterized LOC102725349
hsa:101929579	RP11-446H18.5; uncharacterized LOC101929579
hsa:101929534	uncharacterized LOC101929534
hsa:101929514	uncharacterized LOC101929514
hsa:101929485	uncharacterized LOC101929485
hsa:101929453	uncharacterized LOC101929453
hsa:101929411	uncharacterized LOC101929411
hsa:102724876	uncharacterized LOC102724876
hsa:102724841	uncharacterized LOC102724841
hsa:644662	uncharacterized LOC644662
hsa:102723696	uncharacterized LOC102723696
hsa:101927056	RP11-379B18.5; uncharacterized LOC101927056
hsa:102723666	uncharacterized LOC102723666
hsa:101927028	uncharacterized LOC101927028, transcript variant X3
hsa:102723611	uncharacterized LOC102723611
hsa:102723597	uncharacterized LOC102723597
hsa:102725518	uncharacterized LOC102725518
hsa:101927010	uncharacterized LOC101927010
hsa:101926983	uncharacterized LOC101926983
hsa:101927149	LINC01471, RP11-59J16.1; long intergenic non-protein coding RNA 1471
hsa:102723759	uncharacterized LOC102723759
hsa:101929337	RP11-513G11.3; uncharacterized LOC101929337
hsa:100505920	uncharacterized LOC100505920
hsa:102724877	uncharacterized LOC102724877
hsa:100505902	uncharacterized LOC100505902
hsa:285389	uncharacterized LOC285389
hsa:102724808	uncharacterized LOC102724808
hsa:101929198	ATP13A4-AS1; ATP13A4 antisense RNA 1
hsa:102724779	uncharacterized LOC102724779
hsa:101929152	P3H2-AS1, LEPREL1-AS1; P3H2 antisense RNA 1
hsa:101930524	uncharacterized LOC101930524
hsa:101060141	uncharacterized LOC101060141
hsa:102724756	uncharacterized LOC102724756
hsa:102725272	uncharacterized LOC102725272
hsa:101929130	uncharacterized LOC101929130
hsa:101929079	uncharacterized LOC101929079
hsa:102724686	uncharacterized LOC102724686
hsa:101929018	uncharacterized LOC101929018
hsa:100505710	uncharacterized LOC100505710
hsa:102724628	uncharacterized LOC102724628
hsa:102724617	uncharacterized LOC102724617
hsa:101928856	uncharacterized LOC101928856
hsa:100505609	uncharacterized LOC100505609
hsa:101928711	uncharacterized LOC101928711
hsa:101928615	uncharacterized LOC101928615
hsa:102724479	uncharacterized LOC102724479
hsa:101928583	uncharacterized LOC101928583
hsa:101928430	uncharacterized LOC101928430
hsa:101928405	uncharacterized LOC101928405
hsa:102724419	uncharacterized LOC102724419
hsa:101928351	uncharacterized LOC101928351
hsa:100287290	RP11-379F4.4; cytokine receptor CRL2
hsa:102724384	uncharacterized LOC102724384
hsa:101928236	uncharacterized LOC101928236
hsa:102724343	uncharacterized LOC102724343
hsa:102724289	uncharacterized LOC102724289
hsa:101928166	uncharacterized LOC101928166
hsa:101928105	uncharacterized LOC101928105
hsa:101928085	ERICH6-AS1; ERICH6 antisense RNA 1
hsa:101928061	uncharacterized LOC101928061
hsa:102725344	uncharacterized LOC102725344
hsa:101927942	uncharacterized LOC101927942
hsa:100507461	uncharacterized LOC100507461
hsa:102724145	uncharacterized LOC102724145
hsa:101927866	uncharacterized LOC101927866
hsa:102724120	uncharacterized LOC102724120
hsa:101927832	PAQR9-AS1, RP11-372E1.6; PAQR9 antisense RNA 1
hsa:102724068	uncharacterized LOC102724068
hsa:100507291	RP11-319G6.1; uncharacterized LOC100507291
hsa:102724040	uncharacterized LOC102724040
hsa:102725374	uncharacterized LOC102725374
hsa:102724019	uncharacterized LOC102724019
hsa:101927568	uncharacterized LOC101927568
hsa:100507210	uncharacterized LOC100507210
hsa:101927432	uncharacterized LOC101927432
hsa:101927409	uncharacterized LOC101927409
hsa:101927338	uncharacterized LOC101927338
hsa:102725400	uncharacterized LOC102725400
hsa:102725403	uncharacterized LOC102725403
hsa:102723877	uncharacterized LOC102723877
hsa:401098	uncharacterized LOC401098
hsa:100507033	uncharacterized LOC100507033
hsa:102725508	uncharacterized LOC102725508
hsa:101929697	uncharacterized LOC101929697
hsa:727978	mucin-5AC-like
hsa:101930534	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial-like
hsa:102725383	uncharacterized LOC102725383
hsa:102723473	uncharacterized LOC102723473
hsa:101926923	uncharacterized LOC101926923
hsa:100129516	uncharacterized LOC100129516
hsa:102723589	uncharacterized LOC102723589
hsa:102725350	uncharacterized LOC102725350
hsa:101928521	RP11-1191J2.2; uncharacterized LOC101928521
hsa:101930638	uncharacterized LOC101930638
hsa:101928588	uncharacterized LOC101928588
hsa:101928676	uncharacterized LOC101928676
hsa:102723763	uncharacterized LOC102723763
hsa:102723755	uncharacterized LOC102723755
hsa:101928558	serine/arginine repetitive matrix protein 2-like
hsa:101928237	uncharacterized LOC101928237
hsa:102723827	uncharacterized LOC102723827
hsa:101928329	uncharacterized LOC101928329
hsa:339988	RP11-539L10.2; uncharacterized LOC339988
hsa:389199	uncharacterized LOC389199
hsa:101928532	RP11-1338A24.1; uncharacterized LOC101928532
hsa:101928948	uncharacterized LOC101928948
hsa:102723496	uncharacterized LOC102723496
hsa:102723525	uncharacterized LOC102723525
hsa:102725482	uncharacterized LOC102725482
hsa:101929048	uncharacterized LOC101929048
hsa:101929095	RP11-665G4.1; uncharacterized LOC101929095
hsa:102723602	uncharacterized LOC102723602
hsa:102723645	uncharacterized LOC102723645
hsa:102723659	uncharacterized LOC102723659
hsa:102723675	uncharacterized LOC102723675
hsa:101929161	uncharacterized LOC101929161
hsa:102723710	uncharacterized LOC102723710
hsa:102723733	uncharacterized LOC102723733
hsa:102725499	uncharacterized LOC102725499
hsa:102723744	uncharacterized LOC102723744
hsa:102723764	uncharacterized LOC102723764
hsa:102723846	uncharacterized LOC102723846
hsa:101927363	uncharacterized LOC101927363
hsa:439933	MGC42157; uncharacterized LOC439933
hsa:101928667	uncharacterized LOC101928667
hsa:100508631	uncharacterized LOC100508631
hsa:101928721	uncharacterized LOC101928721
hsa:102723415	uncharacterized LOC102723415
hsa:101928798	uncharacterized LOC101928798
hsa:102723497	uncharacterized LOC102723497
hsa:101927095	uncharacterized LOC101927095
hsa:100506827	uncharacterized LOC100506827
hsa:101927133	uncharacterized LOC101927133
hsa:101927179	uncharacterized LOC101927179
hsa:101927276	uncharacterized LOC101927276
hsa:101928658	uncharacterized LOC101928658
hsa:100506444	RP11-317M11.1; uncharacterized LOC100506444
hsa:339978	uncharacterized LOC339978
hsa:101928760	uncharacterized LOC101928760
hsa:102724537	uncharacterized LOC102724537
hsa:101928785	uncharacterized LOC101928785
hsa:101928815	uncharacterized LOC101928815
hsa:102724598	uncharacterized LOC102724598
hsa:101927145	uncharacterized LOC101927145
hsa:101927186	LPHN3-AS1, RP11-84A1.3, ADGRL3-AS1; LPHN3 antisense RNA 1
hsa:102724780	uncharacterized LOC102724780
hsa:101930401	uncharacterized LOC101930401
hsa:102724794	uncharacterized LOC102724794
hsa:101927297	uncharacterized LOC101927297
hsa:102724821	uncharacterized LOC102724821
hsa:102724832	uncharacterized LOC102724832
hsa:101928702	uncharacterized LOC101928702
hsa:100506253	uncharacterized LOC100506253
hsa:101928864	uncharacterized LOC101928864
hsa:102724916	uncharacterized LOC102724916
hsa:101928893	uncharacterized LOC101928893
hsa:101928918	uncharacterized LOC101928918
hsa:101928963	uncharacterized LOC101928963
hsa:101928978	uncharacterized LOC101928978
hsa:102723338	uncharacterized LOC102723338
hsa:102723358	uncharacterized LOC102723358
hsa:101929015	uncharacterized LOC101929015
hsa:101929090	uncharacterized LOC101929090
hsa:102723404	uncharacterized LOC102723404
hsa:101929118	RP11-10L7.1; uncharacterized LOC101929118
hsa:102723458	uncharacterized LOC102723458
hsa:101929134	uncharacterized LOC101929134
hsa:102723488	uncharacterized LOC102723488
hsa:101929250	uncharacterized LOC101929250
hsa:102723576	uncharacterized LOC102723576
hsa:285556	uncharacterized LOC285556
hsa:101929375	uncharacterized LOC101929375
hsa:101929401	uncharacterized LOC101929401
hsa:101929448	RP11-328K4.1; uncharacterized LOC101929448
hsa:101929491	uncharacterized LOC101929491
hsa:101929558	uncharacterized LOC101929558
hsa:102723807	uncharacterized LOC102723807
hsa:101929595	RP11-286E11.1; uncharacterized LOC101929595
hsa:101929621	uncharacterized LOC101929621
hsa:101929654	uncharacterized LOC101929654
hsa:102723880	uncharacterized LOC102723880
hsa:102723896	uncharacterized LOC102723896
hsa:102723905	uncharacterized LOC102723905
hsa:102723914	uncharacterized LOC102723914
hsa:102725459	centrosomal protein of 170 kDa-like
hsa:101930464	centrosomal protein of 170 kDa-like
hsa:101929741	uncharacterized LOC101929741
hsa:102723956	uncharacterized LOC102723956
hsa:102723967	uncharacterized LOC102723967
hsa:101926936	uncharacterized LOC101926936
hsa:102724069	uncharacterized LOC102724069
hsa:101927007	LINC01365, RP11-236P13.1; long intergenic non-protein coding RNA 1365
hsa:100996694	RP11-700N1.1; uncharacterized LOC100996694
hsa:101927052	uncharacterized LOC101927052
hsa:102724158	uncharacterized LOC102724158
hsa:102724176	uncharacterized LOC102724176
hsa:101927109	RP11-318I4.1; uncharacterized LOC101927109
hsa:102724210	uncharacterized LOC102724210
hsa:101927163	uncharacterized LOC101927163
hsa:101927184	RP11-420A23.1; uncharacterized LOC101927184, transcript variant X1
hsa:100507487	uncharacterized LOC100507487
hsa:101927259	uncharacterized LOC101927259
hsa:102724309	uncharacterized LOC102724309
hsa:102724326	uncharacterized LOC102724326
hsa:102724353	uncharacterized LOC102724353
hsa:101927305	RP11-614F17.2; uncharacterized LOC101927305
hsa:729307	uncharacterized LOC729307
hsa:101927414	uncharacterized LOC101927414
hsa:102725306	uncharacterized LOC102725306
hsa:101927451	uncharacterized LOC101927451
hsa:101927490	uncharacterized LOC101927490
hsa:101927544	uncharacterized LOC101927544
hsa:102724501	uncharacterized LOC102724501
hsa:100507639	RP11-362F19.1; uncharacterized LOC100507639
hsa:101927613	uncharacterized LOC101927613
hsa:345051	hCG38984
hsa:102724672	uncharacterized LOC102724672
hsa:102724700	uncharacterized LOC102724700
hsa:100505685	uncharacterized LOC100505685
hsa:729870	uncharacterized LOC729870
hsa:101927947	uncharacterized LOC101927947
hsa:102724776	uncharacterized LOC102724776
hsa:102724785	uncharacterized LOC102724785
hsa:102724809	uncharacterized LOC102724809
hsa:100505784	uncharacterized LOC100505784
hsa:102724842	uncharacterized LOC102724842
hsa:101928007	uncharacterized LOC101928007
hsa:101928028	uncharacterized LOC101928028
hsa:102724899	uncharacterized LOC102724899
hsa:101928081	uncharacterized LOC101928081
hsa:102724976	uncharacterized LOC102724976
hsa:102723331	uncharacterized LOC102723331
hsa:101928172	uncharacterized LOC101928172
hsa:102723359	uncharacterized LOC102723359
hsa:101928223	RP11-789C1.1; uncharacterized LOC101928223
hsa:100506107	uncharacterized LOC100506107
hsa:441052	uncharacterized LOC441052
hsa:102723440	uncharacterized LOC102723440
hsa:101930370	uncharacterized LOC101930370
hsa:101928383	uncharacterized LOC101928383
hsa:101928439	uncharacterized LOC101928439
hsa:101928478	uncharacterized LOC101928478
hsa:102723577	uncharacterized LOC102723577
hsa:101928509	RP11-148L24.1; uncharacterized LOC101928509
hsa:102723627	uncharacterized LOC102723627
hsa:101928551	uncharacterized LOC101928551
hsa:101928590	RP11-806K15.1; uncharacterized LOC101928590
hsa:101928679	RP11-665C14.2; uncharacterized LOC101928679
hsa:102723705	uncharacterized LOC102723705
hsa:101928703	AC108142.1; uncharacterized LOC101928703, transcript variant X2
hsa:101929996	uncharacterized LOC101929996
hsa:102723766	uncharacterized LOC102723766
hsa:102723779	uncharacterized LOC102723779
hsa:101928810	uncharacterized LOC101928810
hsa:101928877	RP11-386B13.3; uncharacterized LOC101928877
hsa:101928905	uncharacterized LOC101928905, transcript variant X1
hsa:102725305	uncharacterized LOC102725305
hsa:101928929	uncharacterized LOC101928929
hsa:102723888	uncharacterized LOC102723888
hsa:102723906	uncharacterized LOC102723906
hsa:102723920	uncharacterized LOC102723920
hsa:102723950	uncharacterized LOC102723950
hsa:101930449	uncharacterized LOC101930449
hsa:102723973	uncharacterized LOC102723973
hsa:285423	RP11-526A4.1; uncharacterized LOC285423
hsa:101928409	uncharacterized LOC101928409
hsa:102725329	proline-rich proteoglycan 2-like
hsa:391722	myosin regulatory light chain 12B-like
hsa:101930513	uncharacterized LOC101930513
hsa:728339	uncharacterized LOC728339
hsa:101929056	uncharacterized LOC101929056
hsa:101929003	uncharacterized LOC101929003
hsa:101930326	flocculation protein FLO11-like
hsa:102725276	uncharacterized LOC102725276
hsa:102725281	uncharacterized LOC102725281
hsa:101929108	SH3 domain-containing protein C23A1.17-like
hsa:101929200	uncharacterized LOC101929200
hsa:101929214	uncharacterized LOC101929214
